"","DateTime","G.FDF.00.BHZ.M"
"619",2010-01-12 22:43:00,-13154.205
"620",2010-01-12 22:43:10,6640.5
"621",2010-01-12 22:43:20,255.47
"622",2010-01-12 22:43:30,-17953.395
"623",2010-01-12 22:43:40,19047.76
"624",2010-01-12 22:43:50,-5050.89
"625",2010-01-12 22:44:00,14178.625
"626",2010-01-12 22:44:10,-10276.27
"627",2010-01-12 22:44:20,-8009.46
"628",2010-01-12 22:44:30,3013
"629",2010-01-12 22:44:40,-2549.545
"630",2010-01-12 22:44:50,6193.59
"631",2010-01-12 22:45:00,-1238.455
"632",2010-01-12 22:45:10,651.915
"633",2010-01-12 22:45:20,-8191.055
"634",2010-01-12 22:45:30,866.685
"635",2010-01-12 22:45:40,-769.505
"636",2010-01-12 22:45:50,4807.13
"637",2010-01-12 22:46:00,-1104.56
"638",2010-01-12 22:46:10,5928.88
"639",2010-01-12 22:46:20,-5213.22
"640",2010-01-12 22:46:30,1259.015
"641",2010-01-12 22:46:40,-6646.255
"642",2010-01-12 22:46:50,11977.965
"643",2010-01-12 22:47:00,-11525.92
"644",2010-01-12 22:47:10,3596.07
"645",2010-01-12 22:47:20,-1635.35
"646",2010-01-12 22:47:30,5026.835
"647",2010-01-12 22:47:40,-3959.1
"648",2010-01-12 22:47:50,616.88
"649",2010-01-12 22:48:00,-2232.32
"650",2010-01-12 22:48:10,-765.745
"651",2010-01-12 22:48:20,-3452.215
"652",2010-01-12 22:48:30,7699.26
